r,g,b,RGB,Spanish,EN_ES,Russian,EN_RU,German,EN_DE,French,EN_FR,Chinese,EN_ZH,Italian,EN_IT,Korean,EN_KO,Japanese,EN_JA,name,short_name,med_name,cx,cy
24,199,178,24199178,azl turquesa,Turquoise Azl,бирюзовый,Turquoise,dunkles türkis,Dark Turquoise,bleu clair,Light Blue,蓝綠色,Blue-Green,azzurro,Green,녹색,Green,青緑,Blue green,Hummingbird Blue,Teal,Bright Teal,131.671708,296.4841026
242,244,15,24224415,amarillo,Yellow,Жёлтый,Yellow,gelb,Yellow,jaune auréolin,Yellow Auréolin,黄色,Yellow,giallo,Yellow,노랑,Yellow,黄色,Yellow,Sunflower Yellow,Yellow,Bright Yellow,411.803174,475.4257748
24,237,223,24237223,turqueza,Turquoise,бирюзовый,Turquoise,blau,Blue,bleu,Blue,藍燈,Blue Light,Azzurro,Blue,하늘,Sky,水,Water,Light Bright Blue,Blue,Turqoise Blue,91.5564931,298.8228032
24,238,133,24238133,verde,Green,Зелёный,Green,grün,Green,vert,Green,绿,Green,verde pallido,Pale Green,연한녹색,Light green,黄緑,Yellow-green,Bright Light Green,Aqua,Lettuce Green,133.9241089,399.8493026
24,255,149,24255149,verde,Green,салатовый,Green,grün,Green,vert presque turquoise,Almost Turquoise Green,綠色,Green,uva,Green,형광 연두색,Green fluorescence,緑色,Green,Bright Blueish Green,Aqua,Sea Foam Green,115.8050503,428.8319773
242,60,179,24260179,rosa,Rose,розовый,Pink,pink,Pink,rose vif,Pink,粉红色,Pink,fucsia,Purple,보라색,Purple,ピンク,Pink,Pink With A Hint Purple,Pink,Light Fuschia,469.1170106,170.390325
242,74,203,24274203,Rosa Oscura,Dark Rose,розовый,Pink,rosa,Pink,rose,Pink,红润,Rosy,rosa,Pink,분홍색,Pink,ﾋﾟﾝｸ,Pink,Light Hot Pink,Pink,Bright Pink,458.1668951,137.2415613
242,88,221,24288221,rosa mexicano,Hot Pink,фиолетовый,Purple,violett,Violet,FUSCHIA,Fuschia,粉紅色,Pink,rosa ciclamino chiaro,Light Pink Cyclamen,분홍색,Pink,桃色,Pink,Light Hot Pink,Pink,Lavender Pink,437.4296646,123.4883461
242,90,102,24290102,rosa,Rose,блекло-красный,Pale-Red,koralle,Coral,rose,Pink,三文鱼,Salmon,rosa,Pink,진분홍,Hot pink,ピンク,Pink,Slammin' Salmon,Pink,Redish Red,514.9900359,270.9741815
242,97,159,24297159,rosaº,Rose,розовый,Pink,pink,Pink,rose,Pink,粉红色,Pink,rosa,Pink,핑크색,Pink,ピンク,Pink,Bubblegum Pink,Pink,Purpley Pink,488.878326,186.3200152
243,131,56,24313156,Naranja,Orange,нью голд,New Gold,orange,Orange,orange,Orange,橙,Orange,arancione,Orange,주황,Orange,橙色,Orange color,Light Cantelope,Brown,Salmon Brick,491.7886145,387.942588
243,162,44,24316244,naranja,Orange,оранжевый,Orange,dunkel gelb,Dark Yellow,orange jaune,Orange Yellow,橙,Orange,arancione,Orange,노란색 오렌지,Yellow,薄いオレンジ,Pale orange,Pumpkin Orange,Gold,Orange Yellow,479.4593723,389.0305256
243,167,50,24316750,naranj,Love Orange,оранжевый,Orange,mattorange,Dull Orange,orange crême,Orange Cream,橙色,Orange,arancione,Orange,주황,Orange,橙色,Orange color,Orange Orange Yellow,Gold,Bright Orange,478.4403538,395.2700086
243,199,87,24319987,ocre,Ocher,светлая охра,Light Ocher,vanillegelb,Vanilla Yellow,orange clair crême,Light Orange Cream,黄色,Yellow,arancione,Orange,주황,Orange,アキノキリンソウ,Goldenrod,Pale Mustard Yellow,Gold,Sunglow Yellow,465.4654467,418.6257147
243,51,178,24351178,rosa oscuro,Dark Pink,Фиолетово-розовый раздражающий,Purple-Pink Annoying,pink,Pink,rose,Pink,粉红色,Pink,rosa,Pink,분홍색,Pink,ピンク,Pink,Little Girl Pink,Pink,Lipstick Pink,466.1523681,158.6600895
243,89,230,24389230,Fucsia,Fuchsia,сиреневый,Lilac,helles Pink,Light Pink,rose,Pink,粉紅色,Pink,rosa,Pink,분홍,Pink,ピンク,Pink,Neon Purple Pink,Pink,Lavender Pink,425.7791288,132.752848
244,102,25,24410225,Naranja,Orange,оранжевый,Orange,orange,Orange,orange,Orange,橘色,Orange,orange,Orange,주황,Orange,オレンジ,Orange,Persimmon Orange,Orange,Bright Orange,506.475383,372.7789577
244,150,49,24415049,marron,Brown,оранжевый,Orange,orange,Orange,orange,Orange,橘色,Orange,orange,Orange,주황,Orange,オレンジカラー,Orange color,Yellow Orange Sun,Orange,Muted Pumpkin,484.5607815,385.0171914
244,185,62,24418562,Naranja,Orange,бледно оранжевый,Pale Orange,Hell Orange,Bright Orange,crême oranger,Orange Cream,郁金色,Yu Golden,arancione,Orange,노랑,Yellow,マリーゴールド,Marigold,Orangish Yellow,Tan,Orange Orange,471.4495346,415.6116804
244,23,254,24423254,fucsia,Fuchsia,розовый,Pink,pink,Pink,rose bonbon,Pink,桃紅色,Pink,rosa,Pink,핑크색,Pink,桃色,Pink,Dark Pink Purple,Pink,Pinkish Purple,431.4633587,109.269245
244,234,21,24423421,amarillo,Yellow,желтый,Yellow,sonnen gelb,Yellow Sun,jaune,Yellow,黄色,Yellow,giallo,Fluorescent Yellow,노랑,Yellow,黄色,Yellow,Buttercup Yellow,Yellow,Canary Yellow,423.6346632,463.1041501
244,32,114,24432114,rosa mexicano,Hot Pink,розовый,Pink,Pink,Pink,rose presque fushia,Almost Fuchsia Pink,粉红色,Pink,fucsia,Pink,분홍색,Pink,ローゼ,Rose,Pinker Than Pink,Pink,Reddish Pink,497.4886296,202.0962412
244,68,101,24468101,rosa de mujer,Women Rose,бледно-красный,Pale-Red,rot,Red,rose,Pink,粉紅色,Pink,rosso,Red,분홍색,Pink,朱色,Vermilion,Bright Red Pink,Red,Starburst Pink,518.2715992,245.7229117
244,79,104,24479104,rosado fuerte,Hot Pink,Розовый,Pink Sause,Rose,Rose,rose,Pink,红色,Red,rosso,Red,분홍색,Pink,ピンク,Pink,Pink Watermelon,Red,Soft Hot Pink,513.5753157,251.5613155
245,163,22,24516322,naranja,Orange,оранжевый,Orange,gelb,Yellow,orange,Orange,橙色,Orange,arancione,Orange,주황,Orange,オレンジ色,Orange,Cantaloupe Orange,Gold,Pumpkin Orange,477.7939987,403.6379843
245,202,82,24520282,naranja,Orange,желтый,Yellow,dunkel gelb,Dark Yellow,jaune moutarde,Yellow Mustard,黃色,Yellow,ocra,Ocher,주황,Orange,オレンジ,Orange,Young Pumpkin Orange,Orange,Sunglow Yellow,458.9334559,428.2492983
245,34,247,24534247,rosado,Rose,светло-малиновый,Light Magenta,pink,Pink,rose,Pink,粉紅色,Pink,rosa,Pink,분홍색,Pink,ピンク,Pink,Rose Petal Pillow,Pink,Sharp Purple,416.4606292,115.9282041
245,36,106,24536106,rosado,Rose,малиновый,Crimson,Leicht dunkles Pink,Slightly Dark Pink,rose foncé,Dark Pink,桃紅色,Pink,rosa forte,Rose Strongly,진달래,Azalea,紅色,Red,Hawaii Intense Pink,Red,Reddish Pink,503.0597435,207.107612
245,46,127,24546127,rosa fluo,Fluorescent Pink,розовый,Pink,rosa,Pink,rose,Pink,粉紅色,Pink,rosa,Pink,형광분홍색,Fluorescent pink,マゼンタ,Magenta,Bubble Gum Snap,Pink,Pink Shockly,500.1046585,183.9812653
245,47,228,24547228,orquidea,Orchid,розовый,Pink,pink,Pink,violet,Purple,荧光粉紫红色,Phosphor Purple,lilla,Lilac,핑크,Pink,ホットﾋﾟﾝｸ,Hot Pink,Purple Pizzazz,Pink,Floresent Pink,431.8319859,129.2492419
245,94,177,24594177,rosa,Rose,розовый,Pink,pink,Pink,rose,Pink,浅粉色,Light Pink,rosa,Pink,핑크색,Pink,桃色,Pink,Bubblegum Pink,Pink,Purpley Pink,478.9040525,166.7434995
246,102,13,24610213,naranja,Orange,оранжевый,Orange,orange,Orange,orange,Orange,橙色,Orange,arancio,Orange,주황색,Orange,橙色,Orange color,Halloween Orange,Orange,Bright Orange,509.2943979,384.7479966
246,106,60,24610660,Naranja,Orange,морковный,Carrot,orange,Orange,rouge,Red,橙,Orange,arancione,Orange,주황,Orange,オレンジ,Orange,Pumpkin Orange,Coral,Bright Orange,520.3356268,347.2323975
246,123,57,24612357,naranja,Orange,морковный,Carrot,orange,Orange,orange,Orange,熱帶橙,Tropical Orange,arancione,Orange,주황색,Orange,橙色,Orange color,Calibrate Orange,Orange,Bright Orange,513.7275083,371.2408738
246,228,54,24622854,amarillo,Yellow,желтый,Yellow,gelb,Yellow,jaune,Yellow,黃色,Yellow,giallo,Yellow,노랑,Yellow,黄色,Yellow,Butter Churn Yellow,Yello,Bright Yellow,430.7245061,463.6646903
246,70,131,24670131,rosa espinosa,Thorny Rose,бледная фуксия,Pale Fuchsia,altrosa,Dusky Pink,rose,Pink,粉红色,Pink,rosa,Pink,분홍색,Pink,ピンク,Pink,Bright Raspberry,Pink,Pleasant Pink,503.5279402,201.0019143
246,77,100,24677100,rosado,Rose,розовый,Pink,rot,Red,rose,Pink,红色,Red,rosa vivo,Bright Pink,분홍,Pink,ピンク,Pink,A Splash Of Rosey,Red,Soft Hot Pink,520.4041985,251.6386904
247,136,83,24713683,anaranjado,Orange,оранжевый,Orange,orange,Orange,saumon,Salmon,橙,Orange,orange,Orange,주황,Orange,オレンジ,Orange,Sunshine Orange,Peach,Salmon Orange,511.3568834,365.3538675
247,138,34,24713834,naranja,Orange,оранжевый,Orange,orange,Orange,orange,Orange,橙,Orange,arancio,Orange,주황,Orange,オレンジ,Orange,Autumn Pumpkin,Orange,Pumpkin Orange,493.5874457,393.2766701
247,183,99,24718399,durazno,Peach,оранжевый,Orange,beige,Beige,saumon,Salmon,黄緑,Olivine,marrone,Brown,살구,Apricots,橙色,Orange color,Canteloupe Orange,Peach,Sunset Yellow,490.6807014,407.6905267
247,199,37,24719937,dorado,Golden,желтый,Yellow,Rapsgelb,Rape Yellow,lumière jaune,Light Yellow,黃色,Yellow,giallo pallido,Pale Yellow,노란색,Yellow,きいろ,Yellow,Bright Mustard,Golden,Bright Yellow,463.0764329,432.7617944
247,202,85,24720285,amarillo,Yellow,бежевый,Beige,gelb,Yellow,blanc crême oranger,Cream White Orange,澄黃色,Cheng Yellow,aracione,Orange Slots,살구색,Apricot,肌色,Flesh,Washed Out Yellow,Orange,Sunglow Yellow,471.8778036,422.4757576
247,247,73,24724773,amarillo,Yellow,желтый,Yellow,gelb,Yellow,jaune,Yellow,黃色,Yellow,giallo,Yellow,노랑색,Yellow,ペールイエロー,Pale yellow,Light And Cute Yellow,Yellow,Summer Yellow,421.1683585,477.277518
247,61,252,24761252,púrpura claro,Light Purple,светло-фиолетовый,Light Purple,pink,Pink,rose barbie,Pink Barbie,粉红色,Pink,rosa,Pink,보라색,Purple,ピンク,Pink,Baby Blanket Pink,Pink,Bright Purple,436.3648384,113.3951347
248,118,66,24811866,Naranja,Orange,охра,Ocher,orange,Orange,orange,Orange,橙,Orange,arancione,Orange,주황색,Orange,橙色,Orange color,Pumpkin Orange,Peach,Blood Orange,515.8271438,361.4604907
248,124,28,24812428,anaranjado calabaza,Orange Squash,оранжевый,Orange,kräftiges orange,Strong Orange,orange,Orange,橙红,Orange,arancio,Orange,진한오렌지,Dark orange,オレンジ,Orange,Pumpkin Orange,Orange,Pumpkin Orange,505.2276786,390.7009236
248,141,19,24814119,naranja,Orange,оранжевый,Orange,orange,Orange,orange,Orange,橙色,Orange,arancione,Orange,주황색,Orange,オレンジ,Orange,Pumpkin Orange,Orange,Pumpkin Orange,496.2422527,406.4635085
248,14,193,24814193,rosa fuerte,Pink,розовый,Pink,pink,Pink,rose barbie fluo,Fluorescent Pink Barbie,桃紅色,Pink,rosa,Pink,진한핑크색,Deep pink,ピンク,Pink,Neon Purpleish Pink,Pink,Light Fuschia,463.4377955,135.6438977
248,163,21,24816321,naranja,Orange,Оранжевый,Orange,orange,Orange,orange,Orange,橙,Orange,arancione,Orange,주황,Orange,だいだい,Orange,Bright Marigold,Gold,Pumpkin Orange,481.9211396,411.209262
248,172,63,24817263,color anaranjado oscuro,Dark Orange,оранжевый,Orange,orange,Orange,orange glacé,Frozen Orange,棕色,Brown,arancione,Orange,주황,Orange,オレンジ,Orange,Pumpkin Orange,Tan,Toasted Gold,484.6659827,404.7114481
248,179,96,24817996,naranja claro,Light Orange,Оранжево-персиковый,Orange-Peach,hellorange,Light Orange,orange claire,Light Orange,皮膚橘,Skin Orange,marone,Brown,살구색,Apricot,オレンジ色,Orange,Orange Marmalade,Tan,Orange,490.4738207,400.4007833
248,189,21,24818921,amarillo,Yellow,желтый,Yellow,sonnengelb,Sunny Yellow,jaune,Yellow,黄金,Gold,giallo,Yellow,노란색,Yellow,オレンジ,Orange,Mustard Yellow,Gold,Yellow Orange,466.7906388,427.1372322
248,195,92,24819592,naranja claro,Light Orange,песочный,Sand,orange,Orange,orange,Orange,黄金,Gold,ocra,Ocher,노란색,Yellow,明るい橙色,Bright orange,Mustard Yellow,Melon,Yellow Orange,479.0180027,424.4429719
248,219,27,24821927,AMARILLO,Yellow,желтый,Yellow,leuchtgelb,Bright Yellow,jaune poussin,Yellow Chick,黄色,Yellow,giallo,Yellow,노랑색,Yellow,黄色,Yellow,Medium Dark Yellow,Yolk,Mac And Cheese,450.4682319,464.7544676
248,241,55,24824155,Amarillo,Yellow,желтый,Yellow,Gelb,Yellow,jaune,Yellow,黃色,Yellow,giallo,Yellow,노랑색,Yellow,薄黄,Pale yellow,Sunshine Yellow,Lemon,Pale Mustard,424.3788429,469.68995
248,29,227,24829227,rosado,Rose,розовый,Pink,pink,Pink,rose bonbon,Pink,粉紅色,Pink,rosa,Red Wine,분홍색,Pink,ピンク,Pink,Brightest Pink,Pink,Shocking Pink,423.3637298,118.7583429
248,38,214,24838214,Fuxia,Fuchsia,розовый,Pink,pink,Pink,rose,Pink,粉紫色,Pink And Purple,fucsia,Fuchsia,진한분홍색,Dark pink,ピンク,Pink,Bright Magenta,Pink,Electric Pink,445.0934165,135.4269568
248,93,233,24893233,Rosa fucsia,Fuchsia Pink,розовый,Pink,Pink,Pink,rose,Pink,牡丹色,Peony Color,rosa,Pink,분홍색,Pink,ピンク,Pink,Out Of Sight Pink,Pink,Princess Pink,450.6466906,124.6033149
249,119,91,24911991,Anaranjado,Orange,персик,Peach,hautfarbe/rosa,Skin Color / Pink,orange rouge,Orange Red,橙,Orange,arancione,Orange,빨간색,Red,オレンジハワイアン,Orange Hawaiian,Bright Blush Rose,Coral,Peachy Cream,528.9586917,327.6693067
249,198,51,24919851,amarillo oro,Yellow Gold,горчичный,Mustard,orange-gelb,Orange-Yellow,jaune,Yellow,黄,Yellow,giallo,Yellow,호박색,Amber,オレンジ,Orange,Sunshine Yellow,Yellow,Yellow Orange,473.6678338,439.7822961
249,208,16,24920816,amarillo,Yellow,желтый,Yellow,gelb,Yellow,jaune,Yellow,向日葵色,Sunflower Color,giallo,Yellow,노랑,Yellow,黄色,Yellow,Egg Yolk Yellow,Gold,Yellow Orange,444.3409528,458.4222933
249,231,42,24923142,amarillo,Yellow,желтый,Yellow,vanillegelb,Vanilla Yellow,jaune,Yellow,黃色,Yellow,giallo,Yellow,노란색,Yellow,黄色,Yellow,Buttercup Yellow,Sun,Bright Yellow,438.0402186,468.5832175
249,253,75,24925375,Amarillo,Yellow,тупой желтый,A Dull Yellow,gelb,Yellow,jaune,Yellow,黃色,Yellow,giallo,Yellow,노랑,Yellow,黄色,Yellow,Sunshine Yellow,Yellow,Pastel Yellow,420.1581578,484.0127965
250,158,47,25015847,mandarin,Tangerines,оранжевый,Orange,orange,Orange,orange,Orange,橙,Orange,arancio,Orange,주황,Orange,オレンジ,Orange,Caramel Orange,Orange,Golden Yellow,492.8849023,415.2980426
250,159,81,25015981,naranja,Orange,Тыква,Pumpkin,Orange,Orange,orange,Orange,淺橘色,Light Orange,arancio,Orange,주황,Orange,橙色,Orange color,Canteloupe Orange,Peach,Mellow Orange,501.8843626,395.9213361
250,193,94,25019394,Naranja Pastel,Orange Cake,светло-коричневый,Light-Brown,Orange,Orange,orange,Orange,栀子色,Gardenia Color,ocra,Ocher,정갈한노란색,Neat yellow,橙色,Orange color,Light Goldenrod,Gold,Yellow Orange,477.6671433,417.1467003
250,28,213,25028213,rosa profundo,Deep Pink,светло розовый,Light Pink,pink,Pink,rose bonbon,Pink,桃紅色,Pink,rosa,Pink,분홍색,Pink,ピンク,Pink,Bright Magenta,Pink,Ecentric Pink,462.5621586,143.2332241
250,33,112,25033112,rosa,Rose,розовый,Pink,magenta,Magenta,rose barbie,Pink Barbie,粉紅色,Pink,rossa,Red,핑크색,Pink,ショッキングピンク,Shocking pink,Pomegrante Pink,Red,Blushing Pink,506.4623871,195.5998168
250,43,239,25043239,fucsia brillante,Bright Fuchsia,розовый,Pink,lila,Purple,rose fuchsia,Fuchsia,粉红色,Pink,rosa,Pink,형광 분홍색,Fluorescent pink,桃色,Pink,Pinkish Purple,Pink,Pinky Purple,418.3803556,122.2949397
250,76,172,25076172,fucsia total,Total Fuchsia,розовый,Pink,rosa,Pink,rose,Pink,粉紅色,Pink,rosa,Pink,핑크색,Pink,カーネーションピンク,Pink Carnation,Bubblegum Pink,Pink,Bright Pink,484.896436,162.0249736
250,87,223,25087223,Rosado,Rose,светло-розовый,Light Pink,pink,Pink,rose,Pink,年轻的粉红色,Young Pink,rosa,Pink,핑크색,Pink,ピンク,Pink,Fluffy Cotton Candy,Pink,Blush Pink,429.6863011,123.0035253
250,93,136,25093136,rosa,Rose,Розовый,Pink Sause,pink,Pink,rose,Pink,粉红色,Pink,pink,Pink,분홍색,Pink,ピンク,Pink,Deep Pink Bubblegum,Pink,Pink Polish,507.375441,221.5579323
251,101,68,25110168,salmon,Salmon,матовый красный,Matt Red,helles karminrot,Bright Crimson,orange sanguine,Blood Orange,西红柿,Tomato,arancio chiaro,Light Orange,밝은주황색,Bright orange,ピンクオレンジ,Pink Orange,Smooth Burnt Orange,Orange,Pumpkin Latte,528.659814,333.5744759
251,173,37,25117337,anaranjado,Orange,оранжевый,Orange,vanillegelb,Vanilla Yellow,orange,Orange,郁金色,Yu Golden,arancione,Orange,노랑,Yellow,オレンジ色,Orange,Mustard Yellow,Melon,Yellow Orange,483.2815526,419.5579377
251,192,93,25119293,Naranja pastel,Orange Cake,Персиковый,Peach,Safrangelb,Saffron,coucher de soleil,Sunset,奶黄色,Cream-Colored,arancio freddo,Cold Orange,주황색,Orange,肌色,Flesh,Light Brown Eggshell,Gold,Yellow Orange,488.9804345,432.7687462
251,207,18,25120718,amarillo,Yellow,желтый,Yellow,orangegelb,Orange-Yellow,jaune,Yellow,黄色,Yellow,giallo intenso,Deep Yellow,노란색,Yellow,黄,Yellow,Mustard Yellow,Gold,Bright Yellow,464.6170118,460.4319811
251,214,82,25121482,Amarillo,Yellow,светло-желтый,Light Yellow,gelb,Yellow,jaune,Yellow,黃,Yellow,giallo,Yellow,연노랑,Yellowish,黄色,Yellow,Sunshine Yellow,Maize,Tinted Orange,454.9936817,456.1010494
251,233,40,25123340,amarillo patito,Yellow Duckling,желтый,Yellow,gelb,Yellow,jaune,Yellow,黄色,Yellow,giallo,Yellow,노란색,Yellow,黄色,Yellow,Sunflower Yellow,Gold,Bright Yellow,456.1247679,468.8762297
251,235,61,25123561,amarillo,Yellow,желтый,Yellow,sonnengelb,Sunny Yellow,jaune,Yellow,黃色,Yellow,giallo,Yellow,노랑,Yellow,レモン色,Lemon yellow,Sunshine Yellow,Gold,Yellow Orange,427.5698882,475.6134735
25,127,111,25127111,azul,Blue,зеленый,Green,grün,Green,vert foncé,Dark Green,绿色,Green,verde,Green,녹색,Green,くらいみどり,About green,English Garden Green,Green,Aquad Green,219.0085093,290.1860438
25,129,227,25129227,azul,Blue,кобальт синий,Cobalt Blue,blau,Blue,bleu ciel debut nuit,Blue Early Night,淡蓝色,Light Blue,azzurro,Blue,파랑,Blue,青,Blue,Brightest Blue,Blue,Brandeis Blue,150.9163601,181.9108461
251,38,129,25138129,rosa oscuro,Dark Pink,Ярко-розовый,Bright Pink,rosa,Pink,rose,Pink,粉红色,Pink,rosa,Pink,분홍색,Pink,ピンク,Pink,Strawberry Kiss,Pink,Blushing Pink,493.5089487,172.4463996
25,158,218,25158218,azul cielo  claro,Clear Blue Sky,голубой,Azure,stahlblau,Steel Blue,bleu,Blue,藍色,Blue,blu,Blue,파란색,Blue,青,Blue,Light Bright Blue,Blue,Daytime Blue,144.2114193,216.2728382
251,66,219,25166219,rosado,Rose,розовый,Pink,pink,Pink,Rose,Pink,洋紅,Magenta,fucsia,Fuchsia,핑크색,Pink,ピンク,Pink,Need Your Shades Pink,Pink,Intense Pink,456.2505737,129.3722915
252,146,71,25214671,anaranjado claro,Light Orange,оранжевый,Orange,Orange,Orange,orange,Orange,粉橙杏色,Powder Orange Beige,orange,Orange,주황색,Orange,濃い肌色,Dark skin color,Pumpkin Orange,Coral,Faded Orange,510.1010739,394.7234394
252,150,19,25215019,NARANJA,Orange,оранжевый,Orange,orange,Orange,orange,Orange,橙色,Orange,giallo scuro,Yang Orange,주황색,Orange,オレンジ,Orange,Pumpkin Orange,Orange,Pumpkin Orange,487.2168551,413.1266401
252,164,53,25216453,naranja,Orange,Оранжевый,Orange,orange,Orange,orange,Orange,橙色,Orange,arancione,Orange,오렌지 색상,Orange Color,橙色,Orange color,Yellowish Orange,Orange,Light Pumpkin,499.5163227,417.2516909
252,206,44,25220644,AMARILLO,Yellow,жёлтый,Yellow,gelb,Yellow,jaune oranger,Yellow Orange,黄色,Yellow,giallo,Yellow,노랑,Yellow,黄色,Yellow,Pot Of Marigold,Gold,Yellow Orange,461.7375418,454.3284525
252,207,65,25220765,Amarillo,Yellow,желтый,Yellow,orangegelb,Orange-Yellow,ocre jaune,Yellow Ocher,黄色,Yellow,oro,Gold,어두운 노란색,Dark yellow,卵色,Yellowish color,Bright Mustard,Gold,Golden Yellow,473.5889189,451.7809419
